TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
WNW,Wunong Net Technology Company L,9.49,undefined,None,,undefined,-105.58,-78.985, 231.66 Mil ,183057264,($0.49),$5.36 ,1.298221614,7.31,0.0748
WOOF,Petco Health and Wellness Compa,25.08,-10.20432056,-0.13,42.7,-0.406870836,29.32,22.406, 10.33 Bil ,9450123264,$,"$4,020 ",1.404255319,17.86,0.3015
WORX,SCWorx Corp.,1.61,undefined,-1.366,,undefined,-1.44,-1.699, 16.38 Mil ,16595211,($1.59),$5.56 ,1.61,1,0.1005
WRAP,"Wrap Technologies, Inc.",6.24,undefined,None,N/A,undefined,-15.63,-15.298, 201.81 Mil ,197551776,($13.11),$2.42 ,1.6,3.9,0.15020001
WPRT,Westport Fuel Systems Inc,7.31,-3.187317073,-0.054,30,-0.436021487,67.53,-93.065, 1.10 Bil ,1095937024,($42.30),$242.20 ,9.371794872,0.78,0.0137
WRLD,World Acceptance Corporation,131,148.6034843,9.693,1.5,1.134377743,Not Found!,11.84, 1.52 Bil ,1438499968,$199.90 ,$675.20 ,2.745180218,47.72,0.21079999
WSBC,"WesBanco, Inc.",37.43,50.20139373,1.77,10,1.34120742,Not Found!,None, 2.68 Bil ,2798223360,$52.10 ,"$13,668.90 ",2.143757159,17.46,0.0128
WSBF,"Waterstone Financial, Inc.",19.7,undefined,3.984,N/A,undefined,Not Found!,None, 920.87 Mil ,759683520,($101.80),"$1,771.50 ",1.628099174,12.1,0.0105
WSBCP,"WesBanco, Inc. - Depositary Sha",28.36,undefined,None,,undefined,,None,,2199620608,Not Found!,Not Found!,1.117415288,25.38,None
WSC,WillScot Mobile Mini Holdings C,29.88,45.21942857,0.41,63.44,1.513367757,24.44,30.928, 9.46 Bil ,9538046976,$116 ,"$3,431 ",3.578443114,8.35,0.0916
WSFS,WSFS Financial Corporation,50.86,106.8571429,3.4,12,2.101005561,Not Found!,None, 1.08 Bil ,688687552,$8.00 ,"$12,544.40 ",2.421904762,21,0.0586
WSTG,"Wayside Technology Group, Inc.",24.86,47.2271777,1.01,22,1.899725571,10.15,10.984, 80.43 Mil ,79975608,$38.00 ,$120.80 ,2.106779661,11.8,0.0012
WTBA,West Bancorporation,24.71,undefined,1.98,N/A,undefined,Not Found!,None, 549.40 Mil ,265263168,$39.97 ,"$2,962.05 ",1.704137931,14.5,0.0274
WTER,The Alkaline Water Company Inc.,1.1,undefined,-0.257,N/A,undefined,-7.37,-6.203, 104.16 Mil ,87851312,($14.77),$11.65 ,2.010968921,0.547,0.0332
WTFC,Wintrust Financial Corporation,78.49,175.1092683,6.174,10,2.230975517,Not Found!,None, 2.18 Bil ,3516816128,($582),"$40,965 ",2.687093461,29.21,0.0208
WTFCM,Wintrust Financial Corporation ,28.07,undefined,6.174,,undefined,,None,,685040384,Not Found!,Not Found!,1.23874669,22.66,None
WTFCP,Wintrust Financial Corporation ,28.2,undefined,None,,undefined,,None,,673065536,Not Found!,Not Found!,1.148676171,24.55,None
WTRE,Watford Holdings Ltd.,34.86,undefined,3.04,N/A,undefined,11.99,5.796, 918.74 Mil ,562365056,$190.70 ,"$2,538.30 ",3.209944751,10.86,0.0094
WTRH,Waitr Holdings Inc.,2.57,6.554006969,0.15,20,2.550197264,9.04,8.399, 305.86 Mil ,299008320,$32.90 ,$144.10 ,2.793478261,0.92,0.1153
WVFC,WVS Financial Corp.,16.03,undefined,0.99,N/A,undefined,Not Found!,None, 155.06 Mil ,152190448,$1.69 ,$279.02 ,1.233076923,13,0.0015
WVE,Wave Life Sciences Ltd.,6.18,undefined,-3.822,N/A,undefined,-1.06,-1.07, 151.04 Mil ,155485728,($117.32),$196.46 ,1.282157676,4.82,0.081199996
WVVI,"Willamette Valley Vineyards, In",9.86,undefined,0.459,N/A,undefined,10.67,11.064, 74.73 Mil ,72696040,$1.24 ,$20.67 ,2.071428571,4.76,0.0024
WW,"WW International, Inc.",28.13,2.952752613,1.07,-6.7,0.104968099,12.71,11.475, 3.39 Bil ,3483826176,$86 ,"$2,029 ",1.606510565,17.51,0.14130001
WWD,"Woodward, Inc.",124.07,93.0144669,3.548,8.6,0.749693454,19.26,21.005, 8.39 Bil ,8482209792,$432 ,"$1,896 ",2.456831683,50.5,0.0343
WYNN,"Wynn Resorts, Limited",127.75,-219.7516376,-19.37,-1.1,-1.720169375,-50.8,-52.133, 24.40 Bil ,24071442432,"($1,363)","$14,607 ",2.138075314,59.75,0.053000003
XAIR,"Beyond Air, Inc.",5.47,undefined,-1.53,N/A,undefined,-4.55,-4.263, 101.61 Mil ,94848344,($19.81),$7.61 ,1.176091163,4.651,0.1425
XBIO,"Xenetic Biosciences, Inc.",2.12,undefined,-1.704,N/A,undefined,-1.41,-1.341, 6.58 Mil ,6293532,($4.27),$0.96 ,3.028571429,0.7,0.0089
XBIT,XBiotech Inc.,17.42,undefined,-0.364,N/A,undefined,-17.62,-17.197, 282.58 Mil ,275805632,($68.88),$5.11 ,1.488888889,11.7,0.0954
XEL,Xcel Energy Inc.,70,63.30480836,2.79,6.3,0.904354405,13.74,14.266, 59.54 Bil ,59773419520,"($2,521)","$39,382 ",1.248439451,56.07,0.013099999
XELA,"Exela Technologies, Inc.",2.05,undefined,-3.66,N/A,undefined,16.44,21.446, 1.69 Bil ,1690670592,($45),"$2,084 ",4.466230937,0.459,0.16049999
XCUR,"Exicure, Inc.",1.9,undefined,-0.283,N/A,undefined,-5.12,-4.451, 118.68 Mil ,109815624,($42.44),$38.94 ,1.376811594,1.38,0.031
XENE,Xenon Pharmaceuticals Inc.,18.5,-82.43377003,-0.811,57.8,-4.455879461,-17.62,-16.92, 492.94 Mil ,518722816,($50.76),$17.83 ,1.984978541,9.32,0.0224
XELB,"Xcel Brands, Inc",1.78,-19.28641115,-0.68,10,-10.83506244,-5.28,316.902, 57.62 Mil ,57042336,$2.44 ,$36.80 ,3.490196078,0.51,0.0174
XENT,"Intersect ENT, Inc.",21.59,-54.72204878,-2.217,7.6,-2.534601611,-10.69,-13.113, 715.72 Mil ,706933888,($36.57),$160.37 ,2.481609195,8.7,0.0278
XERS,"Xeris Pharmaceuticals, Inc.",3.85,undefined,-2.137,N/A,undefined,-2.74,-2.281, 215.52 Mil ,183328240,($80.94),$125.39 ,2.467948718,1.56,0.20809999
XFOR,"X4 Pharmaceuticals, Inc.",8.52,undefined,-3.095,N/A,undefined,-2.81,-1.812, 163.89 Mil ,107855752,($60.18),$50.07 ,1.583643123,5.38,0.0326
XGN,Exagen Inc.,16.36,undefined,-72.271,N/A,undefined,-18.07,-11.749, 246.75 Mil ,169644608,($14.54),$36.54 ,1.5898931,10.29,0.0099
XLRN,Acceleron Pharma Inc.,124.51,undefined,-2.923,N/A,undefined,-42.4,-41.069, 6.93 Bil ,6713241600,($134.53),$77.23 ,1.515088829,82.18,0.0446
XM,Qualtrics International Inc.,41.76,-57.60780488,-0.976,30,-1.379497243,-65.14,-55.748, 21.58 Bil ,21557508096,($81.20),"$1,488.90 ",1.33316307,31.324,0.0201
XNCR,"Xencor, Inc.",43.46,undefined,-1.212,N/A,undefined,-27.57,-28.249, 1.96 Bil ,1990664192,($18.80),$130.80 ,1.621641791,26.8,0.1071
XNET,Xunlei Limited,5.5,-8.642857143,-0.205,19,-1.571428571,-11.78,-30.083, 148.33 Mil ,133179176,$0.00 ,$116.30 ,2.156862745,2.55,None
XOG,"Extraction Oil & Gas, Inc.",40.5,-551.0517073,-9.336,30,-13.606215,-0.43,6.542, 1.41 Bil ,2672590336,$12.30 ,"$3,064.20 ",2.25,18,None
XOMA,XOMA Corporation,36.8,33.01149826,0.783,19,0.897051583,26.05,28.198, 355.99 Mil ,350722112,$10.09 ,$38.86 ,2.377260982,15.48,0.0469
XONE,The ExOne Company,24.67,-72.50249477,-0.86,46.49,-2.938893181,-46.99,-43.123, 503.44 Mil ,497678816,($15.07),$30.99 ,3.998379254,6.17,0.0996
XP,XP Inc.,38.3,undefined,None,4.26,undefined,35.01,-4.396, 17.77 Bil ,-11470886912,$231 ,"$16,547 ",1.915,20,0.028800001
XPDIU,Power & Digital Infrastructure ,10.09,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.00 ,1.021255061,9.88,None
XPEL,"XPEL, Inc.",65.56,undefined,0.404,N/A,undefined,71.67,71.122, 1.81 Bil ,1820709504,$16.30 ,$30.50 ,6.582329317,9.96,0.0343
XRAY,DENTSPLY SIRONA Inc.,66.26,-19.84262021,-0.38,25.56,-0.299466046,50.88,27.275, 16.39 Bil ,16501153792,$548 ,"$4,372 ",1.834440753,36.12,0.0188
XPER,Xperi Holding Corporation,21.87,63.04878049,1.75,15,2.882888911,8.51,6.987, 2.97 Bil ,2952388096,$369.30 ,"$1,250.10 ",1.982774252,11.03,0.0497
XSPA,"XpresSpa Group, Inc.",1.38,-89.65881533,-2.052,20,-64.97015604,-0.91,-4.592, 75.29 Mil ,78697808,($29.36),$22.76 ,2,0.69,0.1237
XTLB,XTL Biopharmaceuticals Ltd.,3.37,undefined,-0.2,N/A,undefined,-12.99,-11.05, 12.47 Mil ,10464006,$0.00 ,$0.25 ,3.663043478,0.92,None
YELL,Yellow Corporation,9.12,undefined,None,68.16,undefined,7.72,9.978, 1.53 Bil ,1520719488,($18),"$2,409 ",7.069767442,1.29,0.0731
YGMZ,MingZhu Logistics Holdings Limi,4.75,undefined,None,,undefined,19.92,10.979, 79.98 Mil ,43289604,$1.12 ,$8.74 ,1.298168899,3.659,0.0454
YI,"111, Inc.",12.89,undefined,-0.853,N/A,undefined,-13.41,-1.724, 899.89 Mil ,795669504,($18),$401 ,2.478846154,5.2,None
YJ,Yunji Inc. - American Depositor,2.05,undefined,-0.108,N/A,undefined,-19.68,9.502, 286.83 Mil ,-737087232,$0.00 ,$203.10 ,1.22754491,1.67,None
YMAB,"Y-mAbs Therapeutics, Inc.",28.11,365.3341463,-2.975,-88.6,12.99659005,-9.64,-9.412, 1.15 Bil ,1125055360,($91.41),$26.21 ,1.128915663,24.9,0.0912
YMTX,"Yumanity Therapeutics, Inc.",17.71,undefined,None,N/A,undefined,Not Found!,-5.02, 134.48 Mil ,133155144,$,$109.51 ,1.161311475,15.25,0.059899997
YNDX,Yandex N.V.,63.38,13.2607108,0.96,0.51,0.209225478,19.39,-2.623, 20.91 Bil ,-84039139328,$130 ,"$2,733 ",1.875702871,33.79,0.0227
YORW,The York Water Company,49.79,26.09031359,1.27,4.9,0.524007102,24.5,25.185, 772.17 Mil ,786920576,USD-13.06,USD263.71,1.260506329,39.5,0.0215
YQ,17 Education & Technology Group,6.89,undefined,-17.195,N/A,undefined,-4.9,0.989, 972.10 Mil ,-1279577216,$,$202.70 ,1.06,6.5,None
YSAC,Yellowstone Acquisition Company,10.03,undefined,None,,undefined,Not Found!,None, 170.66 Mil ,170788592,$,$0.08 ,1.012108981,9.91,0.0004
YSACU,Yellowstone Acquisition Company,10.38,undefined,None,,undefined,Not Found!,None, - ,175208224,$,$0.08 ,1.04321608,9.95,None
YTEN,"Yield10 Bioscience, Inc.",10.48,undefined,-4.3,N/A,undefined,-4.66,-4.359, 44.02 Mil ,40479256,($8.70),$4.99 ,2.613466334,4.01,0.0075
YTRA,"Yatra Online, Inc.",2.16,7.616445993,-0.12,-49.9,3.526132404,-170.75,2.221, 110.99 Mil ,-1965639040,$22.03 ,$62.99 ,3.977900552,0.543,0.002
YY,JOYY Inc.,98.63,346.0209059,18.5,3.7,3.508272391,10.61,5.357, 5.36 Bil ,-9322680320,$0 ,"$1,770 ",1.944981266,50.71,None
YVR,Liquid Media Group Ltd.,2.72,undefined,-0.587,N/A,undefined,-11.12,-5.304, 36.14 Mil ,41440552,($8.06),$2.34 ,2.141732283,1.27,0.08229999
Z,"Zillow Group, Inc.",138.99,13.87456446,-0.724,-21,0.099824192,268.6,254.059, 32.19 Bil ,32047808512,$316 ,"$2,745 ",4.201632406,33.08,0.1276
ZBRA,Zebra Technologies Corporation,501.75,265.1881533,9.35,10,0.528526464,35.91,33.617, 28.09 Bil ,27935502336,$895 ,"$3,231 ",2.618600282,191.61,0.0116
ZEAL,Zealand Pharma A/S,33.14,undefined,-3.585,N/A,undefined,-9.93,-0.231, 1.27 Bil ,183118336,($111.34),$122.24 ,1.126061842,29.43,None
ZEUS,"Olympic Steel, Inc.",30.04,-32.14468293,-0.49,34.29,-1.070062681,24.74,55.027, 507.61 Mil ,514889568,$52 ,$340 ,3.881136951,7.74,0.0471
ZG,"Zillow Group, Inc.",141.77,-60.93708711,-0.724,46.4,-0.429830621,267.57,259.363, 32.10 Bil ,32716840960,$316 ,"$2,745 ",4.326213,32.77,0.0508
ZGNX,"Zogenix, Inc.",19.14,-103.4118049,-3.899,8.8,-5.402915615,-3.35,-3.243, 727.85 Mil ,723024576,($178.91),$281.46 ,1.112790698,17.2,0.1551
ZGYH,Yunhong International,10.06,undefined,None,,undefined,-111.84,None, 89.92 Mil ,90457728,($0.50),$2.65 ,1.047916667,9.6,0.0004
ZION,Zions Bancorporation N.A.,55.15,-180.2376446,4.919,-32.4,-3.268134988,Not Found!,None, 9.33 Bil ,1663570048,$548 ,"$73,593 ",2.199840447,25.07,0.0178
ZI,ZoomInfo Technologies Inc.,52.21,undefined,None,33.43,undefined,182.13,118.771, 21.36 Bil ,10392446976,$152.80 ,"$1,387.80 ",1.693480376,30.83,0.0792
ZIONN,Zions Bancorporation N.A. - Dep,26.23,undefined,None,,undefined,,None,,-3313526016,Not Found!,Not Found!,1.216604824,21.56,None
ZIONO,Zions Bancorporation N.A. - Dep,27.34,undefined,None,,undefined,,None,,-3133346048,Not Found!,Not Found!,1.250114312,21.87,None
ZIONP,Zions Bancorporation N.A. - Dep,25.08,undefined,None,,undefined,,None,,-3501895936,Not Found!,Not Found!,1.433404965,17.4968,None
ZIOP,ZIOPHARM Oncology Inc,3.51,undefined,-0.381,N/A,undefined,-8.16,-8.164, 646.19 Mil ,646882688,($66.79),$22.36 ,1.703883495,2.06,0.1879
ZIXI,Zix Corporation,7.9,-12.67108014,-0.29,20,-1.603934195,20.98,18.754, 775.63 Mil ,727360960,$13.30 ,$299.70 ,1.90821256,4.14,0.0475
ZKIN,"ZK International Group Co., Ltd",6.5,undefined,-0.05,,undefined,-179.07,-106.893, 143.95 Mil ,152808528,($0.71),$41.15 ,7.897934386,0.823,0.1188
ZLAB,Zai Lab Limited,177.19,undefined,-3.462,N/A,undefined,-142.02,-48.894, 15.48 Bil ,14529482752,$0.00 ,$82.75 ,3.473632621,51.01,None
ZM,"Zoom Video Communications, Inc.",333.49,88.2124878,2.252,17.05,0.264513142,136.01,134.304, 93.67 Bil ,93811998720,"$1,385 ","$1,437 ",3.043597302,109.571,0.033099998
ZNGA,Zynga Inc.,11.02,-13.65750801,-0.422,12.61,-1.239338295,-51.08,85.266, 11.90 Bil ,11792226304,$404 ,"$3,265 ",1.695384615,6.5,0.0727
ZNTE,Zanite Acquisition Corp.,10.01,undefined,None,,undefined,Not Found!,None, 230.00 Mil ,287847488,$,$0.05 ,1.019348269,9.82,0.0164
ZNTEU,Zanite Acquisition Corp.,10.57,undefined,None,,undefined,Not Found!,None, - ,304235008,$,$0.05 ,1.081883316,9.77,None
ZNTL,"Zentalis Pharmaceuticals, Inc.",61.1,undefined,None,N/A,undefined,-18.81,-18.908, 2.23 Bil ,2243046912,($87.58),$32.18 ,2.777272727,22,0.1179
ZS,"Zscaler, Inc.",195.93,-152.1932404,-1.445,60.2,-0.776773544,-209.5,-187.924, 26.23 Bil ,26131187712,$80.30 ,"$1,466.70 ",3.180681818,61.6,0.0648
ZSAN,Zosano Pharma Corporation,0.9321,undefined,-0.491,N/A,undefined,-2.67,-2.574, 83.93 Mil ,80633800,($40.21),$24.50 ,2.841768293,0.328,0.0771
ZUMZ,Zumiez Inc.,43.93,108.0836237,3,15,2.460360202,8.8,8.257, 1.06 Bil ,1038711680,$129.40 ,$445.80 ,2.619558736,16.77,0.037100002
ZVO,Zovio Inc.,3.76,-66.93825784,-1.532,20,-17.80272815,1.2,13.147, 117.59 Mil ,120205104,$21.90 ,$102.10 ,2.870229008,1.31,0.040799998
ZWRKU,Z-Work Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, - ,280255008,$,$0.08 ,1.020408163,9.8,None
ZYNE,"Zynerba Pharmaceuticals, Inc.",4.4,undefined,-1.9,N/A,undefined,-2.48,-2.347, 127.82 Mil ,121694544,($41.76),$13.91 ,1.41025641,3.12,0.0581
ZYXI,"Zynex, Inc.",16.22,undefined,0.26,N/A,undefined,45.84,45.537, 538.31 Mil ,538295552,($0.17),$15.32 ,1.414123801,11.47,0.2015
A,"Agilent Technologies, Inc.",136.48,76.8422439,2.597,10.8,0.563029337,32.34,29.486, 42.60 Bil ,42931118080,"$1,092 ","$4,870 ",1.876013746,72.75,0.0076
AA,Alcoa Corporation,36.75,-128.63423,-0.403,199.7,-3.500251156,8.12,7.134, 8.85 Bil ,8945532928,$153 ,"$10,058 ",5.760188088,6.38,0.0511
AAIC,Arlington Asset Investment Corp,4.15,undefined,None,-15.24,undefined,Not Found!,None, 306.47 Mil ,-30590300,$25.91 ,$966.12 ,2.004830918,2.07,0.0334
AAMC,Altisource Asset Management Cor,17.7,undefined,24.384,,undefined,3.38,-9.821,"-52,356,000.00",197952240,$18.52 ,$266.33 ,1.414868106,12.51,0.0056
AAN,"Aarons Holdings Company, Inc.",34.16,43.32543554,-7.85,-12.1,1.268309003,4.13,1.44, 1.31 Bil ,1107701760,$1.10 ,$642.10 ,2.108641975,16.2,0.0326
AAP,Advance Auto Parts Inc Advance ,197.28,225.6040976,7.14,12.11,1.143573082,15.97,14.757, 15.14 Bil ,15495205888,$702 ,"$8,280 ",2.023799754,97.48,0.0563
AAT,"American Assets Trust, Inc.",34.61,8.145365854,0.462,3,0.235347179,17.16,17.478, 3.39 Bil ,3372308480,$63.50 ,"$1,563.90 ",1.669561023,20.73,0.0374
AAU,"Almaden Minerals, Ltd.",0.555,undefined,-0.022,,undefined,-37.68,-19.127, 78.54 Mil ,76636672,($2.23),$4.12 ,2.055555556,0.27,0.0085
AB,AllianceBernstein Holding L.P.,42.97,100.8977951,2.884,14.32,2.34809856,Not Found!,None, 4.11 Bil ,4191506944,$270.00 ,$1.90 ,2.261578947,19,0.0116
ABB,ABB Ltd,33.06,86.34087805,2.438,14.6,2.611641804,33.73,25.296, 69.09 Bil ,69183381504,$999 ,"$25,089 ",1.967857143,16.8,None
ABBV,AbbVie Inc.,111.44,52.25053659,2.72,4.03,0.468866983,22.32,12.423, 275.19 Bil ,2.75422E+11,"$16,790 ","$137,468 ",1.490238032,74.78,0.0106
ABC,AmerisourceBergen Corporation,118.8,-426.9367526,-15.76,9.17,-3.593743709,-5.27,9.132, 23.39 Bil ,24202471424,"$2,600 ","$46,358 ",1.457489879,81.51,0.0201
ABEV,Ambev S.A.,2.82,-0.991609756,0.132,-13.4,-0.351634665,12.47,1.75, 42.61 Bil ,31709820928,"$2,699 ","$9,728 ",1.484210526,1.9,None
ABG,Asbury Automotive Group Inc,204.73,545.569338,13.18,18.5,2.664823611,12.99,14.364, 6.14 Bil ,6389121024,$604 ,"$2,771 ",4.21775855,48.54,0.1342
ABM,ABM Industries Incorporated,52.68,26.18,0.697,16,0.496962794,15.61,9.409, 3.99 Bil ,4055484416,$504 ,"$2,213 ",2.026933436,25.99,0.0241
ABR,Arbor Realty Trust,17.49,35.61700348,1.408,8,2.036421011,Not Found!,None, 8.07 Bil ,8023786496,$55.20 ,"$6,178.30 ",3.34416826,5.23,0.0311
ABT,Abbott Laboratories,121.7,121.4606049,3.192,16.32,0.998032908,22.83,22.445, 226.41 Bil ,2.28556E+11,"$5,724 ","$39,545 ",1.501542258,81.05,0.0084
AC,"Associated Capital Group, Inc.",34.85,undefined,0.841,,undefined,25,-48.274, 750.60 Mil ,599413120,($290.45),$273.16 ,1.153591526,30.21,0.0255
ACA,"Arcosa, Inc.",63.85,41.10857143,2.18,3.8,0.643830406,12.13,11.759, 3.19 Bil ,3279694080,USD178,USD755,2.05768611,31.03,0.0168
ACB,Aurora Cannabis Inc.,8.56,undefined,-15.599,,undefined,-1.02,-6.107, 1.86 Bil ,1794394752,($321.20),$494.20 ,2.307277628,3.71,None
ACC,American Campus Communities Inc,44.82,1.561739373,0.039,17.62,0.034844698,26.56,26.993, 10.32 Bil ,10471208960,$290.70 ,"$4,374.60 ",1.762485254,25.43,0.0291
ACCO,Acco Brands Corporation,8.58,10.06864111,0.355,10,1.173501295,10.85,10.903, 2.04 Bil ,2006107776,$104 ,"$2,306 ",1.736842105,4.94,0.0273
ACEL,"Accel Entertainment, Inc.",13,undefined,None,21.74,undefined,52.92,72.676, 1.47 Bil ,1434910592,($29.50),$432.40 ,1.820728291,7.14,0.0685
ACH,Aluminum Corporation of China L,13.19,104.4961672,0.3,218.7,7.922378108,12.08,6.489, 24.77 Bil ,1.0655E+11,"$1,505 ","$18,921 ",2.867391304,4.6,None
ACI,"Albertsons Companies, Inc.",18.11,undefined,None,22.21,undefined,5.17,6.825, 21.49 Bil ,22753851392,"$2,272 ","$25,274 ",1.402788536,12.91,0.11270001
ACIC,Atlas Crest Investment Corp.,9.9,undefined,None,,undefined,Not Found!,None, 619.84 Mil ,618279232,$,$0.04 ,1.017471737,9.73,0.082200006
ACII,Atlas Crest Investment Corp. II,9.85,undefined,None,,undefined,Not Found!,None, 425.64 Mil ,None,$,$0.36 ,1.041226216,9.46,None
ACM,AECOM,67.52,-61.49498258,-1.275,22.96,-0.910766922,17.75,15.92, 11.81 Bil ,12038451200,$430 ,"$9,484 ",2.341192788,28.84,0.024400001
ACN,Accenture plc,290.25,236.4233449,8.45,9.75,0.814550715,19.73,23.631, 179.62 Bil ,1.79335E+11,"$9,511 ","$21,143 ",1.770572805,163.93,0.0065
ACND,Ascendant Digital Acquisition C,9.96,undefined,None,,undefined,Not Found!,None, 515.26 Mil ,514568256,$,$0.05 ,1.040752351,9.57,0.0017
ACP,Aberdeen Income Credit Strategi,12.28,undefined,-0.235,,undefined,Not Found!,None, 293.78 Mil ,298684864,($25.74),$87.10 ,1.754285714,7,None
ACR,ACRES Commercial Realty Corp.,15.86,undefined,None,5,undefined,Not Found!,None, 1.43 Bil ,1424238592,$31.81 ,"$1,319.70 ",3.003787879,5.28,0.0148
ACRE,Ares Commercial Real Estate Cor,14.53,6.769254355,0.66,-1.81,0.465881236,Not Found!,None, 1.85 Bil ,1837495424,$31.49 ,"$1,456.48 ",2.641818182,5.5,0.014099999
ACU,Acme,45.39,69.77142857,2.46,10,1.537154188,13.98,12.332, 189.79 Mil ,199325920,$6.50 ,$62.40 ,2.472222222,18.36,0.0037
ACV,568516,33.87,undefined,None,3.2,undefined,Not Found!,None, 425.61 Mil ,None,$24.40 ,$114.50 ,1.880621877,18.01,None
ACY,AeroCentury Corp.,10.72,undefined,-27.33,N/A,undefined,-5.34,15.299, 117.14 Mil ,101845296,$3.98 ,$110.99 ,12.04494382,0.89,0.0689
ADC,Agree Realty Corporation,71.38,20.27372822,1.74,-0.9,0.284025332,27.23,27.18, 5.72 Bil ,5746935808,$143.00 ,"$1,359.90 ",1.29923553,54.94,0.0673
ADCT,ADC Therapeutics SA,26.7,undefined,None,6.4,undefined,-7.35,-6.352, 1.70 Bil ,1386457472,$0.00 ,$178.19 ,1.241283124,21.51,0.19479999
ADEX,Adit EdTech Acquisition Corp.,9.7,undefined,None,,undefined,Not Found!,None, 335.34 Mil ,336375008,$,$0.01 ,1.027542373,9.44,None
ADM,Archer-Daniels-Midland Company,61.82,47.8097561,3.15,1.4,0.773370367,14.17,16.16, 45.33 Bil ,44958158848,"($3,209)","$29,697 ",1.872765829,33.01,0.0081
ADNT,Adient plc,49.64,-174.0074439,-2.453,37.77,-3.505387669,17.24,17.368, 7.57 Bil ,7937205248,($68),"$8,747 ",5.378114843,9.23,0.025999999
ADS,Alliance Data Systems Corporati,105.46,17.85822021,4.463,-5.89,0.169336433,34.97,29.95, 20.23 Bil ,20767539200,"$1,829 ","$21,026 ",3.243924946,32.51,0.0752
ADT,ADT Inc.,9.52,-23.86501742,-0.815,10.6,-2.506829561,9.32,8.51, 17.18 Bil ,17577019392,$791 ,"$13,078 ",2.327628362,4.09,0.0756
ADX,Adams Diversified Equity Fund I,19.16,undefined,3.152,N/A,undefined,Not Found!,None, 2.13 Bil ,2122207744,$0.00 ,$7.70 ,1.486423584,12.89,0.0057
AE,"Adams Resources & Energy, Inc.",27.22,undefined,0.23,N/A,undefined,7.52,7.625, 101.41 Mil ,100088632,($49),$147 ,1.482570806,18.36,0.0119
AEE,Ameren Corporation,83.45,85.85365854,3.5,7.5,1.028803577,12.63,13.311, 32.90 Bil ,32957483008,"($1,008)","$22,950 ",1.258103422,66.33,0.0182
AEF,27762,8.6,undefined,1.026,N/A,undefined,Not Found!,None, 480.77 Mil ,474919712,$0.00 ,$50.27 ,1.68627451,5.1,None
AEG,AEGON N.V.,4.59,-7.765463415,-0.108,38.4,-1.691822095,7.85,2.915, 8.12 Bil ,627777664,"($3,618)","$509,918 ",2.185714286,2.1,None
AEL,American Equity Investment Life,31.65,28.87902439,6.9,-5.77,0.912449428,-2.3,-6.426,"-5,521,745,000.00",-5489776128,"$1,292 ","$64,815 ",2.032755299,15.57,0.0335
AEM,Agnico Eagle Mines Limited,64.62,152.3795122,2.1,38.83,2.358085921,10.84,10.845, 17.05 Bil ,17026647040,$433 ,"$3,932 ",1.441767068,44.82,0.0046
AENZ,Aenza S.A.A.,1.64,undefined,None,4.96,undefined,9.7,7.373, 740.26 Mil ,1583976192,$38.30 ,"$1,173.60 ",1.179856115,1.39,None
AEO,"American Eagle Outfitters, Inc.",36.23,-31.29365854,-1.26,7.7,-0.863749891,40.14,41.739, 6.99 Bil ,7265139712,$75 ,"$2,348 ",5.539755352,6.54,0.1238
AER,AerCap Holdings N.V.,60.64,-32.28710801,-2.34,0.5,-0.532439116,13.74,15.323, 35.43 Bil ,35301052416,$947 ,"$33,116 ",2.806108283,21.61,0.0257
AES,The AES Corporation,27.8,1.633672474,0.064,8.15,0.058765197,15.09,11.551, 39.17 Bil ,39413338112,$855 ,"$29,883 ",2.527272727,11,0.0241
AFB,AllianceBernstein National Muni,14.48,undefined,0.296,N/A,undefined,Not Found!,None, 439.74 Mil ,676253760,$16.87 ,$263.98 ,1.186885246,12.2,None
AFG,"American Financial Group, Inc.",124.08,139.7942857,8.2,2.62,1.126646403,7.77,6.656, 9.58 Bil ,10969502720,"$2,183 ","$66,777 ",2.406983511,51.55,0.0139
AFI,"Armstrong Flooring, Inc.",5.72,-91.08137979,-1.059,47.6,-15.92331815,5.07,-9.485, 167.09 Mil ,171670960,($61.20),$243.20 ,4.268656716,1.34,0.0239
AFL,AFLAC Incorporated,53.53,149.3987038,6.67,6.11,2.790934127,9.01,8.88, 39.65 Bil ,39443066880,"$5,958 ","$131,527 ",1.765501319,30.32,0.015800001
AFT,Apollo Senior Floating Rate Fun,15.31,undefined,0.231,N/A,undefined,Not Found!,None, 354.79 Mil ,354791264,$25.44 ,$145.25 ,1.348898678,11.35,None
AG,First Majestic Silver Corp.,15.66,9.156292683,0.108,46.8,0.584693019,33.26,30.54, 3.39 Bil ,3385252096,($34.80),$387.30 ,2.466141732,6.35,None
