TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL LIABILITIES
FRT,101.45,35.64,1.62,6.70,0.35130606209955645, 22.69 , 11.96 Bil ,$-132.0 Mil ,"$5,058.9 Mil "
FRTY,19.88,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSD,15.01,undefined,None,,undefined,Not Found!, 592.04 Mil ,$-28.50 Mil ,$207.29 Mil 
FSEC,49.715,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSEP,33.2992,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSI,4.04,undefined,0.24,N/A,undefined, 9.72 , 51.17 Mil ,$2.89 Mil ,$10.55 Mil 
FSK,19.83,-35.838,-3.258,-0.90,-1.8072617246596068,Not Found!, 6.31 Bil ,$675.00 Mil ,"$4,141.00 Mil "
FSKR,19.53,undefined,None,N/A,undefined,Not Found!, 7.17 Bil ,$0.0 Mil ,"$4,257.0 Mil "
FSLF,14.34,undefined,None,,undefined,Not Found!, 151.82 Mil ,$9.94 Mil ,$56.97 Mil 
FSLY,67.28,-51.60013157894738,-0.926,30.00,-0.7669460698416672, -134.71 , 7.95 Bil ,$-57.4 Mil ,$158.1 Mil 
FSM,6.47,undefined,0.12,N/A,undefined, 11.57 , 1.30 Bil ,$-4.6 Mil ,$329.6 Mil 
FSMB,20.815,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSMD,32.56,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSMO,21.9039,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSP,5.45,undefined,0.304,N/A,undefined, 9.53 , 1.53 Bil ,$-9.5 Mil ,"$1,025.1 Mil "
FSR,17.22,undefined,None,N/A,undefined,Not Found!, 4.69 Bil ,$ Mil ,$0.00 Mil 
FSS,38.3,55.38934210526316,1.562,16.00,1.4461969218084376, 14.28 , 2.50 Bil ,$107 Mil ,$507 Mil 
FST,12.52,undefined,None,,undefined,Not Found!, 310.10 Mil ,$ Mil ,$0.06 Mil 
FSTA,41.59,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FT,7.5,undefined,-0.06,,undefined,Not Found!, 252.13 Mil ,$10.24 Mil ,$67.47 Mil 
FTAI,28.19,9.928947368421055,-1.225,-14.10,0.3522152312316798, 22.57 , 4.29 Bil ,$-531.7 Mil ,"$2,288.7 Mil "
FTCH,53.02,685.4838157894737,-9.745,-57.10,12.928778117492902, -5.95 , 18.19 Bil ,$-5 Mil ,"$5,267 Mil "
FTEC,105.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FTF,9.19,undefined,0.361,,undefined,Not Found!, 387.44 Mil ,$23.95 Mil ,$141.75 Mil 
FTI,7.72,-59.41157894736842,-7.33,-2.90,-7.695800381783474, -1.71 , 3.90 Bil ,$365 Mil ,"$15,478 Mil "
FTK,1.68,-53.472302631578955,-1.997,10.00,-31.828751566416045, -0.74 , 103.10 Mil ,$-49.27 Mil ,$39.04 Mil 
FTLS,45.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FTS,43.37,undefined,2.064,N/A,undefined, 13.05 , 42.41 Bil ,"$-1,001 Mil ","$27,478 Mil "
FTSD,95.1935,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FTSI,24.74,341.601902631579,-5.939,-48.24,13.807675934987024, -8.07 , 268.07 Mil ,$-50.1 Mil ,$48.4 Mil 
FTV,70.64,101.14456578947369,4.494,7.05,1.4318313390355846, 11.95 , 25.47 Bil ,"$1,361 Mil ","$7,079 Mil "
FUBO,22.12,undefined,None,N/A,undefined, -6.3 , 3.44 Bil ,$-149.0 Mil ,$236.4 Mil 
FUE,8.375,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FUL,62.91,91.2419605263158,2.729,14.60,1.450357026328339, 12.23 , 4.98 Bil ,$243 Mil ,"$2,672 Mil "
FUMB,20.19,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FUN,49.68,-96.50673421052632,-10.451,-2.12,-1.9425671137384524, -12.87 , 5.40 Bil ,$-545.6 Mil ,"$3,359.8 Mil "
FUNL,32.007,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FURY,1.24,undefined,None,,undefined, -15.25 , 136.69 Mil ,$-10.01 Mil ,$3.38 Mil 
FUSE,9.96,undefined,None,,undefined, -1513.33 , 432.81 Mil ,$-0.25 Mil ,$13.40 Mil 
FUT,41.315,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FUTY,41.49,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FVAL,44.8,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FVD,37.98,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FVRR,217.18,-283.8428421052631,-2.291,77.10,-1.306947426582849, -1064.24 , 7.95 Bil ,$13.1 Mil ,$515.8 Mil 
FWDB,25.7517,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXA,75.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXB,133.04,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXC,78.16,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXD,58.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXE,109.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXF,96.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXG,57.47,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXH,108.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXI,46.66,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXL,113.63,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXN,10.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXO,41.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXP,30.061,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXR,56.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXU,29.81,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXY,85.16,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FXZ,55.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FYLD,27.0029,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
G,42.82,43.92488157894737,1.57,10.83,1.0258029327171267, 15.23 , 9.39 Bil ,$504 Mil ,"$3,039 Mil "
GAA,30.7098,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GAB,6.82,undefined,0.581,N/A,undefined,Not Found!, 1.80 Bil ,$0.0 Mil ,$449.4 Mil 
GAL,43.9559,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GAM,39.84,undefined,2.655,N/A,undefined,Not Found!, 1.18 Bil ,$0.00 Mil ,$28.83 Mil 
GAMR,97.07,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GATO,9.97,undefined,None,N/A,undefined, 79.19 , 632.77 Mil ,$0.00 Mil ,$21.30 Mil 
GATX,92.74,126.72506578947369,4.271,12.00,1.3664553136669582, 13.93 , 8.77 Bil ,$428 Mil ,"$6,980 Mil "
GAU,1.12,undefined,None,N/A,undefined, 3.18 , 199.84 Mil ,$-6.48 Mil ,$4.71 Mil 
GAZ,15.0754,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GB,12.18,undefined,None,,undefined, -11.45 , 2.95 Bil ,$167.4 Mil ,"$1,237.1 Mil "
GBAB,23.4,undefined,None,N/A,undefined,Not Found!, 567.41 Mil ,$4.98 Mil ,$130.28 Mil 
GBDV,20.5981,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBF,119.815,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBGR,23.1924,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBIL,100.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBL,18.55,74.82894736842105,2.2,15.00,4.033905518513264, 5.13 , 447.76 Mil ,$40.7 Mil ,$98.5 Mil 
GBLO,21.978,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBR,4.29,undefined,0.376,N/A,undefined, -11.1 , 27.04 Mil ,$-0.52 Mil ,$0.25 Mil 
GBUG,27.9019,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GBX,47.22,21.110592105263162,0.941,7.00,0.44706887135246004, 9.36 , 2.17 Bil ,$269 Mil ,"$1,585 Mil "
GCC,20.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GCI,5.38,undefined,-5.09,N/A,undefined, -11.45 , 2.44 Bil ,$21 Mil ,"$2,745 Mil "
GCO,47.5,-106.27519736842106,-3.969,10.00,-2.2373725761772856, -20.25 , 1.38 Bil ,$139 Mil ,"$1,067 Mil "
GCOR,48.2118,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GCOW,30.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GCP,24.54,undefined,1.366,N/A,undefined, 8.34 , 1.72 Bil ,$34.6 Mil ,$763.5 Mil 
GCV,6.09,undefined,1.558,N/A,undefined,Not Found!, 115.94 Mil ,$9.26 Mil ,$35.57 Mil 
GDDY,77.62,-376.5907894736842,-2.94,80.00,-4.8517236469168274, -80.44 , 16.20 Bil ,$683 Mil ,"$6,445 Mil "
GDL,8.93,undefined,None,,undefined,Not Found!, 124.72 Mil ,$108.67 Mil ,$55.82 Mil 
GDMA,31.4376,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GDO,17.61,undefined,None,,undefined,Not Found!, 355.86 Mil ,$9.03 Mil ,$120.40 Mil 
GDOT,45.79,13.114605263157895,0.425,12.82,0.2864076274985345, 9.39 , 1.08 Bil ,$150 Mil ,"$3,105 Mil "
GDP,9.46,-17.73026315789474,-3.5,-5.00,-1.874235006119951, 23.52 , 251.72 Mil ,$0.63 Mil ,$163.51 Mil 
GDV,23.96,undefined,2.052,,undefined,Not Found!, 2.17 Bil ,$0.0 Mil ,$314.0 Mil 
GDX,32.5,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GDXD,26.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GDXJ,45.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GDXU,15.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GE,13.13,275.9494736842105,0.576,322.50,21.016715436725853, 13.81 , 149.31 Bil ,$194 Mil ,"$216,378 Mil "
GEF,57,55.212763157894734,2.062,10.00,0.9686449676823637, 10.66 , 5.61 Bil ,$321 Mil ,"$4,304 Mil "
GEL,9.34,-305.21150000000006,-4.009,44.10,-32.67789079229123, 46.82 , 4.52 Bil ,$153 Mil ,"$4,325 Mil "
GEM,39.49,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GEO,7.76,31.972368421052636,0.94,15.00,4.120150569723278, 9.59 , 3.70 Bil ,$333 Mil ,"$3,548 Mil "
GER,9.68,undefined,None,N/A,undefined,Not Found!, 168.04 Mil ,$214.59 Mil ,$2.45 Mil 
GERM,35.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GES,23.5,-20.98626315789474,-1.124,4.40,-0.8930324748040315, 180.89 , 2.49 Bil ,$299 Mil ,"$1,901 Mil "
GF,19.77,undefined,6.315,N/A,undefined,Not Found!, 307.44 Mil ,$0.00 Mil ,$47.86 Mil 
GFF,27.17,63.89490394736842,1.527,20.41,2.351671105902408, 10.92 , 2.54 Bil ,$125 Mil ,"$1,744 Mil "
GFI,9.49,127.47263157894739,0.808,100.50,13.432311019910156, 8.08 , 10.28 Bil ,$233 Mil ,"$3,800 Mil "
GFL,34.95,undefined,-0.132,,undefined, 98.62 , 17.62 Bil ,$33 Mil ,"$7,847 Mil "
GGB,5.34,4.784088157894737,0.239,5.33,0.8958966587817859, 8.01 , 10.64 Bil ,$882 Mil ,"$6,227 Mil "
GGG,71.62,52.5221052631579,1.92,10.40,0.7333441114654831, 27.53 , 12.15 Bil ,$323 Mil ,$704 Mil 
GGM,21,undefined,None,,undefined,Not Found!, 215.14 Mil ,$1.82 Mil ,$87.18 Mil 
GGN,3.47,undefined,0.152,N/A,undefined,Not Found!, 580.64 Mil ,$0.00 Mil ,$154.64 Mil 
GGO,14.62,undefined,None,,undefined,Not Found!, 34.29 Mil ,$0.00 Mil ,$0.18 Mil 
GGRW,21.7365,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GGT,9.5558,undefined,1.116,,undefined,Not Found!, 343.96 Mil ,$0.00 Mil ,$1.05 Mil 
GGZ,14.59,undefined,None,,undefined,Not Found!, 161.85 Mil ,$0.00 Mil ,$2.95 Mil 
GHC,562.44,2238.0435,58.131,18.10,3.9791684446340945, 4.17 , 2.91 Bil ,$141 Mil ,"$2,678 Mil "
GHG,13.15,5.765794736842105,0.373,2.18,0.4384634780868521, 20.71 , 1.24 Bil ,$10.1 Mil ,$264.2 Mil 
GHL,16.48,249.59578947368425,1.36,118.30,15.14537557485948, 10.8 , 639.19 Mil ,$67.0 Mil ,$497.7 Mil 
GHLD,14.2,undefined,None,N/A,undefined,Not Found!, 4.20 Bil ,$23 Mil ,"$4,082 Mil "
GHM,14.24,9.895657894736843,0.258,18.00,0.6949197959787109, 14.05 , 74.53 Mil ,$3.54 Mil ,$47.65 Mil 
GHY,14.92,undefined,None,,undefined,Not Found!, 865.21 Mil ,$119.67 Mil ,$268.96 Mil 
GHYB,49.858,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GHYG,49.991158,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GIB,83.22,78.57511315789475,3.539,6.84,0.9441854501068824, 13 , 23.46 Bil ,"$1,327 Mil ","$6,322 Mil "
GIGB,53.2511,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GII,51.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GIK,10.67,undefined,None,N/A,undefined,Not Found!, 277.58 Mil ,$ Mil ,$0.24 Mil 
GIL,30.66,-16.995,-1.14,1.80,-0.5543052837573386, -106.76 , 6.82 Bil ,$357 Mil ,"$1,462 Mil "
GIM,5.31,undefined,-0.423,N/A,undefined,Not Found!, 716.20 Mil ,$0.00 Mil ,$32.44 Mil 
GINN,57.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GIS,61.32,75.47525526315789,4.119,4.16,1.2308423885055102, 11.74 , 48.55 Bil ,"$3,187 Mil ","$23,461 Mil "
GIX,10.03,undefined,None,,undefined, -54.93 , 216.92 Mil ,$-2.43 Mil ,$0.03 Mil 
GKOS,83.93,-64.59967105263158,-2.705,8.00,-0.7696851072635718, -43.3 , 3.62 Bil ,$-29.9 Mil ,$338.1 Mil 
GL,96.4325,156.88330263157897,6.83,7.37,1.6268716732593158, 13.49 , 13.27 Bil ,"$1,435 Mil ","$20,276 Mil "
GLCN,44.8418,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLD,159.96,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLDG,1.65,undefined,-0.06,,undefined, -28.6 , 250.11 Mil ,$-6.40 Mil ,$3.00 Mil 
GLDM,17,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLEO,10,undefined,None,,undefined, -218.71 , 173.87 Mil ,$-0.59 Mil ,$0.71 Mil 
GLIF,25.1713,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLIN,33.9494,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLL,37.89,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLO,12.25,undefined,0.993,,undefined,Not Found!, 581.29 Mil ,$-2.21 Mil ,$223.20 Mil 
GLOB,207.61,215.14407894736846,1.37,100.00,1.0362895763564781, 84.91 , 8.20 Bil ,$-15.9 Mil ,$408.8 Mil 
GLOG,5.77,-35.59831578947368,-0.63,30.54,-6.169552129891453, 15.31 , 5.25 Bil ,$-449.2 Mil ,"$4,259.6 Mil "
GLOP,2.67,-11.60384210526316,0.524,-23.80,-4.34600827912478, 7.1 , 1.32 Bil ,$143.0 Mil ,"$1,379.2 Mil "
GLP,21.36,-40.84763157894738,2.74,-18.80,-1.9123423023851769, 7.25 , 2.07 Bil ,$236 Mil ,"$2,045 Mil "
GLQ,15.19,undefined,1.181,N/A,undefined,Not Found!, 294.81 Mil ,$-4.36 Mil ,$112.14 Mil 
GLRY,29.1411,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLT,17.15,6.044210526315789,0.48,0.20,0.3524321006598128, 10.21 , 979.73 Mil ,$80.9 Mil ,$708.9 Mil 
GLTR,92.67,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLU,19.6,undefined,0.248,,undefined,Not Found!, 169.62 Mil ,$0.00 Mil ,$0.47 Mil 
GLV,11.68,undefined,-0.774,N/A,undefined,Not Found!, 150.01 Mil ,$1.19 Mil ,$61.73 Mil 
GLW,43.51,9.769736842105264,0.54,4.00,0.2245400331442258, 17.51 , 42.36 Bil ,$803 Mil ,"$17,327 Mil "
GM,57.46,127.47292105263158,4.33,11.84,2.218463645190247, 7.71 , 169.76 Bil ,"$-3,863 Mil ","$185,517 Mil "
GME,189.82,190.0695789473684,-3.312,-48.15,1.0013148190252261, -89.74 , 13.93 Bil ,$64 Mil ,"$2,036 Mil "
GMED,61.67,31.341894736842104,1.01,12.94,0.5082194703557986, 32.34 , 5.74 Bil ,$135.1 Mil ,$173.2 Mil 
GMF,131.36,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GMOM,28.5457,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GMRE,13.11,-4.2299342105263165,-0.167,9.00,-0.322649443976073, 28.36 , 1.49 Bil ,$-184.27 Mil ,$643.15 Mil 
GMS,41.75,21.580263157894738,0.71,12.50,0.5168925307280177, 12.38 , 2.76 Bil ,$214 Mil ,"$1,491 Mil "
GNAF,15.6075,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GNE,6.34,undefined,0.44,N/A,undefined, 5.08 , 140.90 Mil ,$23.0 Mil ,$101.3 Mil 
GNK,10.08,-535.7218263157894,-5.383,60.26,-53.147006578947355, -5.37 , 734.30 Mil ,$16.9 Mil ,$487.8 Mil 
GNL,18.06,undefined,-0.092,N/A,undefined, 16.81 , 3.87 Bil ,$170.5 Mil ,"$2,412.7 Mil "
GNR,50.26,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GNRC,327.45,130.87105263157895,5.48,8.00,0.399667285483521, 37.89 , 20.76 Bil ,USD424 Mil ,"USD1,845 Mil "
GNT,5.02,undefined,None,,undefined,Not Found!, 135.88 Mil ,$0.00 Mil ,$16.15 Mil 
GNW,3.32,6.780197368421053,0.347,5.00,2.0422281230183894, 2.53 , 3.12 Bil ,"$1,960 Mil ","$89,927 Mil "
GOAC,9.85,undefined,None,,undefined,Not Found!, 712.57 Mil ,$ Mil ,$0.32 Mil 
GOAT,36.7946,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GOAU,18.63,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GOED,8.7,undefined,None,,undefined, -3.16 , 58.96 Mil ,$5.41 Mil ,$39.53 Mil 
GOEX,29.1918,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GOF,20.99,undefined,None,N/A,undefined,Not Found!, 1.05 Bil ,$-92.88 Mil ,$385.72 Mil 
GOL,7.65,-1965.7509473684213,-5.82,224.86,-256.9609081527348, 4.67 , 4.35 Bil ,$30 Mil ,"$5,167 Mil "
GOLD,19.8,61.85893421052632,1.307,24.20,3.124188596491228, 5.65 , 45.01 Bil ,"$3,363 Mil ","$14,796 Mil "
GOLF,41.33,25.010526315789477,1.28,5.00,0.6051421803965517, 19.51 , 3.34 Bil ,$240 Mil ,$849 Mil 
GOOS,39.25,26.826973684210525,0.5,28.57,0.6834897753938988, 33.98 , 4.61 Bil ,$156.5 Mil ,$761.7 Mil 
GORO,2.64,undefined,0.062,N/A,undefined, 9.63 , 187.57 Mil ,$22.59 Mil ,$15.20 Mil 
GOVT,26.170752,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GOVZ,19.098984,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GPC,115.59,-3.7352236842105273,-0.197,4.60,-0.03231441893079442, 25.19 , 19.33 Bil ,"$1,866 Mil ","$10,222 Mil "
GPI,157.79,123.46776315789474,15.51,-3.00,0.7824815460922412, 9.89 , 5.42 Bil ,$702 Mil ,"$3,640 Mil "
GPK,18.16,24.124736842105264,0.6,19.28,1.328454671922096, 10.62 , 9.01 Bil ,$178 Mil ,"$5,964 Mil "
GPL,0.77,undefined,0.001,N/A,undefined, 5.12 , 271.16 Mil ,$26.9 Mil ,$168.7 Mil 
GPM,7.21,undefined,-0.012,,undefined,Not Found!, 509.36 Mil ,$44.36 Mil ,$168.14 Mil 
GPMT,11.97,-11.308361842105262,-0.735,2.13,-0.9447253000923359,Not Found!, 1.94 Bil ,$20.3 Mil ,"$3,285.8 Mil "
GPN,201.58,51.45177631578947,1.95,9.73,0.25524246609678275, 27.17 , 69.33 Bil ,"$1,878 Mil ","$16,715 Mil "
GPRK,16,undefined,-3.84,N/A,undefined, -155.24 , 1.63 Bil ,$93.4 Mil ,"$1,069.5 Mil "
GPS,29.78,-34.52263157894737,-1.78,4.90,-1.1592555936516913, -40.93 , 16.49 Bil ,$-155 Mil ,"$11,155 Mil "
GPX,17.45,13.945394736842108,0.41,15.00,0.7991630221686021, 16.27 , 315.93 Mil ,$57.3 Mil ,$158.4 Mil 
GQRE,60.6571,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRA,59.86,-1.3243421052631579,-0.03,22.00,-0.02212399106687534, 31.82 , 5.78 Bil ,$194 Mil ,"$3,531 Mil "
GRC,33.11,32.82269736842105,0.965,15.00,0.9913227837034447, 15.84 , 767.24 Mil ,$43.2 Mil ,$78.9 Mil 
GREK,26.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRES,27.635,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRF,8.35,undefined,0.872,N/A,undefined,Not Found!, 33.13 Mil ,$0.00 Mil ,$0.05 Mil 
GRN,83.72,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRNB,27.0488,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRU,3.99,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GRUB,60,-172.59347368421052,-1.69,62.06,-2.876557894736842, -1121.79 , 6.11 Bil ,$14 Mil ,$972 Mil 
GRX,12.46,undefined,None,,undefined,Not Found!, 215.46 Mil ,$45.24 Mil ,$44.32 Mil 
GS,327,896.3802881578947,24.743,16.53,2.7412241228070173,Not Found!, 261.22 Bil ,"$-20,037 Mil ","$1,067,096 Mil "
GSAH,10.43,undefined,0,,undefined, -2301.87 , 987.50 Mil ,$0.00 Mil ,$27.00 Mil 
GSAT,1.35,-2.3809210526315794,-0.07,15.00,-1.7636452241715401, 71.43 , 2.72 Bil ,$15.0 Mil ,$465.0 Mil 
GSBD,19.33,29.393592105263163,3.265,-2.28,1.5206203882702103,Not Found!, 3.60 Bil ,$165.8 Mil ,"$1,696.9 Mil "
GSEE,56.5889,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSEU,34.1163,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSEW,62.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSG,13.97,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSID,54.1589,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSIE,33.04,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSIG,50.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSJY,37.8805,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSK,35.69,60.066947368421054,3.144,4.70,1.6830189792216603, 8.2 , 127.52 Bil ,"$8,041 Mil ","$80,138 Mil "
GSL,14.1,36.25802631578947,1.222,12.00,2.5714912280701756, 8 , 1.23 Bil ,$58.0 Mil ,$809.5 Mil 
GSLC,79.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSP,12.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSPY,21.398,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSS,2.95,-12.665197368421051,-0.473,10.00,-4.29328724353256, 3.44 , 425.84 Mil ,$10.0 Mil ,$318.1 Mil 
GSSC,62.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSST,50.7395,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSUS,55.07,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSV,0.5808,-0.5666447368421053,-0.029,5.00,-0.975627990430622, -24.12 , 202.77 Mil ,$-21.43 Mil ,$7.23 Mil 
GSX,33.88,undefined,None,16.03,undefined, -30.86 , 8.07 Bil ,$0 Mil ,$522 Mil 
GSY,50.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GTE,0.6998,-56.765789473684215,-2.12,10.00,-81.11716129420437, -1.44 , 998.78 Mil ,$-15.2 Mil ,$944.7 Mil 
GTES,15.99,11.824319736842106,0.269,21.87,0.7394821599025707, 17.28 , 7.44 Bil ,$242 Mil ,"$4,241 Mil "
GTIP,56.4648,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GTLS,142.35,555.6300315789474,8.452,36.92,3.903266818257446, 27.65 , 5.64 Bil ,$135 Mil ,$991 Mil 
GTN,18.4,242.47184210526314,3.69,36.90,13.177817505720824, 5.86 , 5.71 Bil ,$542 Mil ,"$5,240 Mil "
GTO,56.02,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GTS,26.03,77.11578947368422,2.88,10.00,2.962573548739309, 5.14 , 586.72 Mil ,$200 Mil ,"$2,121 Mil "
GTT,1.83,-138.62388157894736,-2.859,25.00,-75.75075496117341,Not Found!, 109.99 Mil ,$40 Mil ,"$4,542 Mil "
