TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER,,,
YLDE,Franklin ClearBridge Enhanced I,55.9,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.131578947,1.118763158,55.2669,49.4,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.010101734,#VALUE!,#VALUE!,#VALUE!
YJ,Yunji Inc. - American Depositor,1.49,undefined,-4.13,N/A,undefined,0.053093392,-0.064508361,N/A,-148017952,-58914124,199195008,191855954,40.441,43179000,1.342342342,1.342342342,1.49,1.11,0.0062,-23.09778095,2550640,CNY,China,7339054,none,1.12,0.061606161,undefined,undefined,Consumer Cyclical,Internet Retail,N/A,0.019,-105.6283597,-61.53295796,-1.324502688,44.09540171,-63.02295796,-41.29728722
YMAT,"J-Star Holding Co., Ltd.",0.386,undefined,-1.23,N/A,undefined,0.90909094,-0.836121427,N/A,20366770,-6441632,97669,-14940218,0.005,12724940,1.642553191,2.327659574,0.547,0.235,0.0548,-0.461655434,13953333,USD,Taiwan,15037887,none,-0.998,-0.060595021,undefined,undefined,Basic Materials,Specialty Chemicals,N/A,0.97100997,0.454720679,0.409836499,-61.36136186,-0.04488418,0.023836499,1.061752587
YMT,Yimutian Inc.,0.4623,undefined,-1.66,N/A,undefined,N/A,-0.072546239,N/A,51482100,-42766248,111111000,107458559,14.572,129860000,1.15143213,1,0.4015,0.4015,0.013200001,-6.372487512,6711076,CNY,China,3652441,none,-1.265,-0.056930693,undefined,undefined,Technology,Software - Application,N/A,0,-72.08591456,-72.08591456,-51.99376945,-9.9476E-14,-72.54821456,-155.9288656
YOOV,Concorde International Group Lt,0.51,undefined,-0.67,N/A,undefined,N/A,88.06858864,N/A,119566160,1196839,1629018,-119354238,0.007,5319975,1.172413793,1.14,0.4959,0.435,0.0016,0.005790941,206674356,USD,Singapore,120983256,none,-8.001,-0.69453125,undefined,undefined,Industrials,Security & Protection Services,N/A,0.83054,N/A,N/A,-12.06896299,#VALUE!,#VALUE!,#VALUE!
YORW,The York Water Company,29.84,21.9912,1.47,10.2,0.736970509,1.7640389,-16.71400794,N/A,721477696,-28939000,1000,-479147064,0,237792000,1.055909413,1.040516631,29.405,28.26,0.0305,-1.785328816,16209339,USD,United States,479148064,none,16.921,1.290694127,-26.70851908,-0.89505761,Utilities,Utilities - Regulated Water,N/A,0.01041,-2.122470921,-2.076342539,0.810809512,0.046128382,-31.91634254,-0.069582525
YOKE,YOKE Core ETF,32.77,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.301274669,1.286582218,32.4,25.183,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.358271513,#VALUE!,#VALUE!,#VALUE!
YNOT,Horizon Digital Frontier ETF,32.96,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.314194577,1.302563796,32.6683,25.08,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-3.394102906,#VALUE!,#VALUE!,#VALUE!
YQ,17 Education & Technology Group,2.4,undefined,-2.29,N/A,undefined,0.61697346,0.16637842,N/A,-366476352,82024248,407206016,385024442,37.511,14676000,1.411764706,1.305882353,2.22,1.7,0.0003,14.42494764,5686277,CNY,China,22181574,none,2.387,0.216213768,undefined,undefined,Consumer Defensive,Education & Training Services,N/A,0.1039,-1.086816456,-1.071948408,2.127663719,0.014868048,-3.471948408,-0.44664517
YOUL,Youlife Group Inc.,0.449,undefined,0.09,N/A,undefined,0.30006897,-0.237525469,1.76,67248776,-132049504,144219008,109584532,1.896,158338000,1.527210884,1.365306122,0.4014,0.294,0.0011,-1.8903236,69855502,CNY,China,34634476,none,3.389,0.306974638,undefined,undefined,Consumer Defensive,Education & Training Services,N/A,0.23956,N/A,N/A,-16.38733713,#VALUE!,#VALUE!,#VALUE!
YSWY,"Yesway, Inc.",21.11,-11.32864,-1.24,2.92,-0.536648034,N/A,undefined,N/A,1581051264,N/A,56472000,-1223853504,1.811,978097024,1.076491586,1.011218766,19.83,19.61,0.0293,undefined,31185562,USD,United States,1280325504,buy,7.363,0.899023199,undefined,undefined,Consumer Defensive,Grocery Stores,N/A,0.108739994,N/A,N/A,-3.826882614,#VALUE!,#VALUE!,#VALUE!
YQQQ,YieldMax Short N100 Option Inco,9.89,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.019587629,1.016505155,9.8601,9.7,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.503013908,#VALUE!,#VALUE!,#VALUE!
YSXT,"YSX Tech. Co., Ltd",1.25,undefined,0.21,N/A,undefined,0.9270517,-2.250019918,N/A,36520848,-14836077,319103,-33697549,0.014,7543076,1.344086022,1.311827957,1.22,0.93,0.0002,-0.555550638,26705175,USD,China,34016652,none,6.758,0.538057325,undefined,undefined,Industrials,Specialty Business Services,N/A,0.59714,1.413485309,1.518465906,22.5490219,0.104980597,0.268465906,1.214772725
YSPY,GraniteShares YieldBOOST SPY ET,15.17,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.056406685,1.055013928,15.15,14.36,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.912,#VALUE!,#VALUE!,#VALUE!
YTRA,"Yatra Online, Inc.",0.94,undefined,-0.02,N/A,undefined,1.0577583,0.112254136,N/A,1631986944,520312128,2480080896,2422450396,38.457,1029720000,1.301939058,1.225761773,0.885,0.722,0.0005,8.373856236,62135307,INR,India,57630500,none,5.703,0.41749634,undefined,undefined,Consumer Cyclical,Travel Services,N/A,0.17740999,-16.23289797,-16.2733272,2.732238028,-0.04042923,-17.2133272,-17.31205022
YXT,YXT.COM GROUP HOLDING LIMITED -,0.3899,undefined,-0.39,N/A,undefined,2.31539,-0.250690049,N/A,72204080,-83922376,137467008,113089520,2.306,186432000,1.199692308,1.163384615,0.3781,0.325,0.007,-1.555307049,53958719,CNY,China,24377488,none,-0.554,-0.024932493,undefined,undefined,Technology,Software - Application,N/A,0.00842,-2.864010437,-4.114635243,-5.364077779,-1.250624807,-4.504535243,-10.55305269
YYAI,AiRWA Inc.,7.9,undefined,241.2,N/A,undefined,1.6835017,1.504843864,N/A,-32022010,5530894,41119968,33218261,39.073,784091,1.053333333,1,7.5,7.5,0.0305,5.249714065,1053561,USD,United States,7901707,none,-7.557,-0.344911,undefined,undefined,Technology,Software - Infrastructure,N/A,0.14053,-0.029823665,-0.028656123,-5.27578111,0.001167542,-7.928656123,-0.003627357
YYGH,YY Group Holding Limited,0.141,undefined,-21.98,N/A,undefined,0.014439342,0.226458382,-1.12,18046752,2721764,2904513,2341041,0.043,8038480,1.305555556,1.141666667,0.1233,0.108,0.2358,0.622630961,4371392,USD,Singapore,563472,none,-1.326,-0.11744907,undefined,undefined,Consumer Cyclical,Personal Services,N/A,0.45562,N/A,N/A,-12.96296322,#VALUE!,#VALUE!,#VALUE!
ZAZZT,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
Z,"Zillow Group, Inc.",33.26,8.47,0.25,33.85,0.254660253,1.5759156,20.99563595,5.67,7243948032,285500000,795000000,-6528945472,3.475,429000000,1.056376052,1.015404161,31.97,31.485,0.099,1.584138726,180224115,USD,United States,7323945472,hold,64.106,4.713676471,53.67062005,1.613668673,Communication Services,Internet Content & Information,N/A,0.05367,0.043588021,0.04358837,-7.405340491,3.4839E-07,-33.21641163,0.001310534
ZBAO,Zhibao Technology Inc.,0.6202,undefined,-0.3,N/A,undefined,6.676015,0.203716805,N/A,76941128,52501064,27518220,7251512,0.836,54959108,1.125589837,1.000362976,0.5512,0.551,0.0465,3.044422383,17245000,CNY,China,20266708,none,-1.485,-0.139175258,undefined,undefined,Financial Services,Insurance Brokers,N/A,0.46713,42.64143358,44.69251121,-7.432838127,2.051077633,44.07231121,72.06144987
ZBIO,"Zenas BioPharma, Inc.",18.19,-215.4152,-9.1,21.09,-11.84250687,N/A,-6.905989606,N/A,698020096,-166289872,717204992,-455813120,11.36,266828992,2.041526375,2.026936027,18.06,8.91,0.2569,-2.633945464,63133377,USD,United States,1173018112,strong_buy,-2.777,-0.180559168,-62.35075703,-3.42774915,Healthcare,Biotechnology,N/A,0.23198,-191.8465581,-11.95139876,-1.033727799,179.8951594,-30.14139876,-0.657031268
ZBRA,Zebra Technologies Corporation,237.39,132.64,8.29,11.5,0.558742997,3.2485113,20.22842742,3.21,14042690560,559000000,114000000,-10983627648,2.393,2848999936,1.192614921,1.164534539,231.8006,199.05,0.1009,11.7354649,47633392,USD,United States,11097627648,buy,13.687,0.575084034,187.7674384,0.790966083,Technology,Communication Equipment,N/A,0.00847,-1190.459346,-706.3211703,-3.295582479,484.1381757,-943.7111703,-2.975361937
ZBZZT,N/A,199999.98,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,199999.98,199999.98,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.19E-06,#VALUE!,#VALUE!,#VALUE!
ZCMD,Zhongchao Inc.,0.666,undefined,-57.35,N/A,undefined,0.09812089,0.660298153,N/A,-9846465,2592704,13922632,12299320,111.967,26083,1.117449664,1.006040268,0.5996,0.596,0.2534,1.008635261,2570507,USD,China,1623312,none,1.669,0.124738416,undefined,undefined,Healthcare,Health Information Services,N/A,0.00344,-0.455494677,-0.683347311,-40.32258365,-0.227852635,-1.349347311,-1.026047014
ZAP,Global X U.S. Electrification E,34.01,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.301071155,1.286151492,33.62,26.14,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.461812457,#VALUE!,#VALUE!,#VALUE!
ZCZZT,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!
ZD,"Ziff Davis, Inc.",45.97,6.3648,1.17,-1.7,0.138455514,0.9699304,-109.7324988,N/A,2067872384,-15431375,519718016,-1112826880,14.109,894267008,2.04766147,1.957238307,43.94,22.45,0.22049999,-0.418927852,36835400,USD,United States,1632544896,buy,5.003,0.341734973,-2.278967515,-0.049575104,Communication Services,Advertising Agencies,N/A,0.03446,N/A,N/A,-4.129302881,#VALUE!,#VALUE!,#VALUE!
ZDAI,"DirectBooking Technology Co., L",2.78,undefined,-7.68,N/A,undefined,0.9867938,4.424808749,1.81,83737328,5053693,169178,-21468510,0.006,4120503,2.138461538,1.880769231,2.445,1.3,0.0094,0.628275742,8043750,USD,Hong Kong,21637688,none,-7.519,-0.460440906,undefined,undefined,Industrials,Engineering & Construction,N/A,0.034,2.651188849,2.88052385,-5.442178711,0.229335001,0.10052385,1.036159658
ZENA,"ZenaTech, Inc.",1.4,undefined,-1.12,N/A,undefined,N/A,-2.15749135,N/A,174390928,-56532908,14964566,-107875898,0.242,16316649,1.217391304,1.183130435,1.3606,1.15,0.0475,-0.648901791,87120900,CAD,Canada,122840464,strong_buy,-4.212,-0.192240986,undefined,undefined,Technology,Software - Infrastructure,N/A,0.40546,13.25183327,-3.885065631,-7.894735686,-17.1368989,-5.285065631,-2.775046879
ZEO,Zeo Energy Corporation,0.74,undefined,-0.19,N/A,undefined,N/A,-3.677486276,N/A,55222448,-7071008,1731160,-85566496,0.049,1198240,1.423076923,1.384807692,0.7201,0.52,0.0107,-0.201224408,35139912,USD,United States,87297656,none,-7.874,-0.368805621,undefined,undefined,Technology,Solar,N/A,0.42400002,0.530603066,1.941463946,-14.450868,1.41086088,1.201463946,2.623599927
ZEOWW,N/A,0.0353,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,-7071008,1731160,N/A,0.049,1198240,1.002840909,1,0.0352,0.0352,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-14.11192026,#VALUE!,#VALUE!,#VALUE!
ZG,"Zillow Group, Inc.",33.505,8.54,0.25,34.2,0.25488733,1.5877314,4.971208789,N/A,7300004864,285500000,795000000,-6583858496,3.475,429000000,1.052623311,1.012252592,32.22,31.83,0.16309999,6.739809455,42360248,USD,United States,7378858496,buy,64.602,4.750147059,230.231891,6.871568154,Communication Services,Internet Content & Information,N/A,0.03765,0.185447748,0.18544923,-6.878820383,1.48224E-06,-33.31955077,0.005534972
ZIONP,Zions Bancorporation N.A. - Dep,18.6999,undefined,6.166,N/A,undefined,0.38915756,undefined,N/A,1815602304,N/A,3996999936,N/A,27.174,2996000000,1.016298913,1.016847826,18.71,18.4,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,N/A,0,N/A,N/A,-1.163319637,#VALUE!,#VALUE!,#VALUE!
ZHOG,F/m Opportunistic Income ETF,51.46,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.006257333,1.003910833,51.34,51.14,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.194702859,#VALUE!,#VALUE!,#VALUE!
ZION,Zions Bancorporation N.A.,66.73,77.38304,6.44,6.52,1.159643938,1.3729479,undefined,N/A,8880437248,N/A,3996999936,-5733124864,27.174,2996000000,1.444684997,1.419027928,65.5449,46.19,0.0508,undefined,147091817,USD,United States,9730124800,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,N/A,0.01505,19.25921418,19.7319645,5.83663887,0.472750322,-46.9980355,0.295698554
ZJK,"ZJK Industrial Co., Ltd.",2.38,6.74816,0.16,44.22,2.835361345,3.472834,-70.56904753,N/A,140457120,-1865789,16609081,-135513031,0.258,3854050,1.64137931,1.586206897,2.3,1.45,0.0019,-0.033725834,55322249,USD,China,152122112,none,13.643,0.772099604,-1.422420785,-0.597655792,Industrials,Specialty Industrial Machinery,N/A,0.82922,-0.294299966,-0.266691473,-5.555554841,0.027608493,-2.646691473,-0.112055241
ZJYL,JIN MEDICAL INTERNATIONAL LTD.,2.39,undefined,0.2,N/A,undefined,0.6390283,-3.192001041,N/A,363361184,-5111959,29630236,10688036,0.189,18910112,1.456429007,1.462522852,2.4,1.641,0.0071,-0.748746623,6827355,USD,China,18942200,none,426.688,22.82974853,undefined,undefined,Healthcare,Medical Instruments & Supplies,N/A,0.86946,1.789989058,1.787905331,-16.43356337,-0.002083726,-0.602094669,0.748077545
ZJZZT,N/A,10.01,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,10.01,10.01,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.29E-06,#VALUE!,#VALUE!,#VALUE!
ZKIN,"ZK International Group Co., Ltd",1.52,undefined,-0.7,N/A,undefined,0.39673415,-501.0306961,1.31,51521932,-173871,2306571,-81936789,0.134,27457990,1.381818182,1.263636364,1.39,1.1,0.0009,-0.003033746,57312308,USD,China,84243360,none,-15.225,-1.033604888,undefined,undefined,Basic Materials,Steel,N/A,0.01779,N/A,N/A,15.15151058,#VALUE!,#VALUE!,#VALUE!
ZKP,Lafayette Digital Acquisition C,9.93,undefined,N/A,N/A,undefined,N/A,undefined,N/A,387350144,N/A,846656,-387350144,0.022,0,1.008121827,1.008121827,9.93,9.85,0.0001,undefined,29510000,USD,United States,388196800,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01474,N/A,N/A,-0.100599404,#VALUE!,#VALUE!,#VALUE!
ZKPU,Lafayette Digital Acquisition C,10.44,undefined,N/A,N/A,undefined,N/A,undefined,N/A,390086688,N/A,846656,N/A,0.022,0,1.054545455,1.054545455,10.44,9.9,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,4.924625127,#VALUE!,#VALUE!,#VALUE!
ZKPW,Lafayette Digital Acquisition Corp. I Warrant,0.32,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,846656,N/A,0.022,0,1,1,0.32,0.32,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-11.11111464,#VALUE!,#VALUE!,#VALUE!
ZLAB,Zai Lab Limited,17.73,-33.6192,-1.7,16.22,-1.896175973,2.7648058,-27.15617779,N/A,1562644608,-73355376,661315968,-1347588736,5.886,231908992,1.110902256,1.077380952,17.195,15.96,0.059299998,-0.652890114,112354858,USD,China,2008904704,strong_buy,-6.884,-0.447594278,-12.91155489,-0.728232086,Healthcare,Biotechnology,N/A,0.01995,-2.295055756,-2.127673512,2.249134048,0.167382244,-19.85767351,-0.120004146
ZM,"Zoom Communications, Inc.",92.07,68.66048,6.79,4.14,0.745742153,2.6331015,12.29857354,N/A,19337127936,1981199232,7720974848,-17904588288,26.331,60212000,1.331453362,1.261171367,87.21,69.15,0.0221,7.486234053,264645644,USD,United States,25625563136,buy,14.42,0.648964896,75.70079874,0.822209175,Technology,Software - Application,N/A,0.00226,56.88978583,53.53517394,-12.48930634,-3.354611893,-38.53482606,0.581461648
ZMUN,F/m Ultrashort Tax-Free Municip,50.19,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.008033742,1.007230368,50.15,49.79,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.189637243,#VALUE!,#VALUE!,#VALUE!
ZNB,Zeta Network Group,0.9178,undefined,-3922.42,N/A,undefined,0.000374209,0.095198091,-13.58,4815732,17865152,1060893,-414138,0.725,4534070,1.24027027,1.013513514,0.75,0.74,0.053400002,9.640949592,1853049,USD,China,1475031,none,-1.911,-0.15202864,undefined,undefined,Communication Services,Entertainment,N/A,0.00421,-5.527133311,-4.134925857,-39.21854266,1.392207454,-5.052725857,-4.50525807
ZNTL,"Zentalis Pharmaceuticals, Inc.",3.52,-21.75696,-1.74,7.13,-6.180954545,1.4102064,-3.078971591,Not Found!,77468944,-81383000,211758000,-45936592,2.975,38651000,3.115044248,3.123893805,3.53,1.13,0.0883,-1.143238869,71186348,USD,United States,257694592,buy,-0.548,-0.035630689,-14.29505882,-4.061096256,Healthcare,Biotechnology,N/A,0.22442,-4.509832017,-3.517142406,-9.043924959,0.99268961,-7.037142406,-0.999188184
ZOOZ,ZOOZ Strategy Ltd.,5.32,undefined,-215.02,N/A,undefined,7.595109,-0.338621187,N/A,16786744,-127275000,27028000,-18257316,3.337,724000,1.169230769,1.186813187,5.4,4.55,0.0016,-15.71077121,8101130,USD,Israel,45285316,strong_buy,-0.747,-0.058634223,undefined,undefined,Consumer Cyclical,Specialty Retail,N/A,0.19339001,1531.614305,-47.37745507,-7.798959834,-1578.99176,-52.69745507,-8.905536668
ZOOZW,ZOOZ Power Ltd. Warrant,0.022,undefined,N/A,N/A,undefined,0.038451087,undefined,N/A,N/A,-127275000,27028000,N/A,3.337,724000,0.780141844,1,0.0282,0.0282,N/A,undefined,N/A,USD,Israel,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,2.32557792,#VALUE!,#VALUE!,#VALUE!
ZSQR,Z Squared Inc.,14.87,undefined,0,N/A,undefined,N/A,-433.3685608,Not Found!,N/A,-1764748,N/A,N/A,N/A,N/A,2.186764706,2.097794118,14.265,6.8,N/A,-0.034312595,51431493,None,United States,801816960,none,N/A,undefined,undefined,undefined,Technology,Software - Infrastructure,N/A,0.01651,N/A,N/A,36.54728679,#VALUE!,#VALUE!,#VALUE!
ZS,"Zscaler, Inc.",127.23,-10.31424,-0.48,18.36,-0.081067673,8.498804,18.55515736,3.1,18903359488,1108818560,3539107072,-16574323456,21.886,1868162944,1.109967285,1.07655398,123.4,114.625,0.114700004,6.856853732,161709525,USD,United States,20113430528,buy,-310.931,-14.19128252,147.340073,1.15806078,Technology,Software - Infrastructure,N/A,0.34955,196.10814,75.1036162,-5.936710656,-121.0045238,-52.1263838,0.590298013
ZSTK,ZeroStack Corp.,4.64,undefined,-44.91,N/A,undefined,0.060178455,-1.445254801,N/A,12846385,-7804125,1978000,-7891080,0.814,3547000,1.247311828,1.091397849,4.06,3.72,0.0153,-3.210506548,2430808,USD,Canada,9869080,none,-1.113,-0.083183857,undefined,undefined,Financial Services,Asset Management,N/A,0.36007,-6.162081933,-3.777391005,-9.286408453,2.384690928,-8.417391005,-0.814092889
ZTEK,Zentek Ltd.,0.4303,undefined,-0.06,N/A,undefined,5.313153,-31.88378107,N/A,46375956,-1694322,1801175,-52998589,0.017,1901140,1.07575,1.05125,0.4205,0.4,0.0064,-0.01349589,125543555,CAD,Canada,54799764,none,-5.538,-0.296308186,undefined,undefined,Healthcare,Medical Instruments & Supplies,N/A,0.0499,-0.081245715,-0.076273745,-18.81131637,0.00497197,-0.506573745,-0.177257134
ZTEN,F/m 10-Year Investment Grade Co,50.59,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.017702676,1.013508348,50.3815,49.71,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.335174949,#VALUE!,#VALUE!,#VALUE!
ZTG,Zenta Group Company Limited,1.57,undefined,0.1,N/A,undefined,N/A,-5.940427322,N/A,16772321,-1438048,1042230,-16434852,0.09,207116,1.440366972,1.302752294,1.42,1.09,0.0049,-0.264290751,5441159,USD,Macau,17477082,none,12.43,1.117805755,undefined,undefined,Industrials,Consulting Services,N/A,0.44591,N/A,N/A,-43.11594183,#VALUE!,#VALUE!,#VALUE!
ZTRE,F/m 3-Year Investment Grade Cor,50.74,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00554895,1.001981768,50.56,50.46,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.286587164,#VALUE!,#VALUE!,#VALUE!
ZTOP,F/m High Yield 100 ETF,51.64,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.015735641,1.014850511,51.595,50.84,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.347355646,#VALUE!,#VALUE!,#VALUE!
ZTWO,F/m 2-Year Investment Grade Cor,50.51,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.003975353,1.001788909,50.4,50.31,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.198373642,#VALUE!,#VALUE!,#VALUE!
ZUMZ,Zumiez Inc.,17.31,21.102,0.75,26.67,1.219064125,0.82230484,7.044736612,N/A,371731040,41457624,124160000,-170428864,7.359,203832992,1.429397192,1.427332783,17.285,12.11,0.1028,2.45715361,16872215,USD,United States,294588864,hold,7.784,0.722748375,69.13447398,3.993903754,Consumer Cyclical,Apparel Retail,N/A,0.23221001,-10.1128667,-8.206004569,-26.2776817,1.906862131,-25.51600457,-0.4740615
ZVRA,"Zevra Therapeutics, Inc.",12.65,29.78016,2.01,10.02,2.354162846,3.622522,28.92614038,N/A,548336832,25852250,200616000,-544825216,3.394,1147000,1.766759777,1.745810056,12.5,7.16,0.1021,0.437320701,59115084,USD,United States,745441216,strong_buy,43.061,2.799804941,6.479343512,0.512201068,Healthcare,Biotechnology,N/A,0.01282,-0.050903696,-0.042182308,13.24977541,0.008721387,-12.69218231,-0.00333457
ZURA,Zura Bio Limited,3.515,-13.1236,-1.09,6.55,-3.733598862,1.583552,-7.112379296,Not Found!,108322952,-46890876,225594000,-117874160,2.375,0,3.515,3.53,3.53,1,0.0879,-0.494208739,94880710,USD,United States,343468160,strong_buy,-1.33,-0.086475943,-5.950273212,-1.692823104,Healthcare,Biotechnology,N/A,0.21374,-91.8686859,-1.577259897,-4.223435234,90.291426,-5.092259897,-0.448722588
ZVZZT,N/A,18.53,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.73957294,1,25.055,25.055,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-47.35795569,#VALUE!,#VALUE!,#VALUE!
ZWZZT,N/A,10.01,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,10.01,10.01,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.29E-06,#VALUE!,#VALUE!,#VALUE!
ZXZZT,N/A,17.375,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,17.375,17.375,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0,#VALUE!,#VALUE!,#VALUE!
